"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
2,12209,378859,166640,280,100
73,4076,93538,76917,176,28.435060179278
94,3217,188421,13480,31,100
8,2352,496214,150474,259,100
54,19724,611398,248693,326,17.1428571428572
4,357,504720,210221,353,100
8,1843,750761,102453,61,100
19,9774,730999,379175,328,5.62665310338548
57,3502,41471,286220,200,100
60,8999,802042,347175,219,34.4112623316771
94,12433,789303,100406,232,100
4,10800,249410,9262,198,100
25,338,362238,14860,67,100
91,17547,481589,111142,299,100
84,14380,394090,263669,295,31.4285714285714
36,12088,115544,141069,211,14.602756030568
13,5406,642903,367636,168,100
64,12149,434207,7539,149,21.9047619047619
84,12179,339439,80043,247,31.4285714285714
64,12599,302746,309267,304,22.6076065880507
21,1381,111720,277441,2,100
49,3265,213190,29776,70,22.5097553798521
70,19702,650765,56456,313,24.7619047619048
48,16752,368932,264711,170,14.2857142857143
53,4738,530245,14189,226,16.6666666666667
61,17740,501428,292794,184,20.4761904761905
92,19184,509956,70198,264,100
83,17661,684425,215416,286,30.9523809523809
87,14715,183587,291410,332,45.1906248927628
84,13821,549949,263297,288,31.4285714285714
47,2381,484704,398376,280,100
93,17248,28418,395490,143,100
88,5528,308105,271872,100,100
27,12487,946382,290056,321,4.28571428571429
98,18674,97732,284754,262,100
18,13016,949890,353345,28,100
84,12033,97010,397271,159,73.9022900404678
22,10788,648366,97913,276,1.90476190476191
86,19633,274020,158227,312,32.3809523809524
2,18047,541734,119294,129,100
4,7298,192642,124546,125,100
40,11650,268452,325346,222,23.1406564088693
63,9554,672409,40751,261,21.4285714285714
73,2773,329797,394209,163,100
100,184,289108,279905,176,100
49,2281,781519,30297,326,14.7619047619048
61,5948,454167,22664,182,20.4761904761905
79,4393,471742,269263,184,100
96,11553,545182,194775,87,100
14,13928,230732,384963,234,100
19,7342,248932,72348,224,0.476190476190482
69,19860,611673,324243,148,27.4022040788632
37,11482,937985,334643,177,22.1373494966847
37,8160,222534,349223,124,100
95,1282,289460,259996,195,100
16,3768,57249,122408,148,100
2,2768,674870,146678,280,100
67,10581,318563,53568,4,100
65,18398,22358,29956,85,30.8355747159326
97,8907,767503,138291,163,100
87,10118,138049,346230,200,66.7508936393782
100,672,633120,122216,82,100
52,9069,488226,13261,252,16.1904761904762
12,14788,302338,157476,286,100
53,823,904941,155966,261,100
75,6943,104373,314883,261,63.5776281530419
23,18920,969306,37112,274,2.38095238095237
43,3996,819126,125055,219,21.9117188437088
70,9619,527400,303096,153,41.9099700613478
44,18067,53659,43906,19,19.6530791973328
22,5136,588171,74004,23,100
92,7713,514016,69710,63,100
6,2201,409251,255958,261,100
46,10456,139780,91572,5,100
13,10978,297192,51720,55,100
10,1752,182382,15598,155,100
24,7054,671493,129307,317,2.85714285714285
89,12989,419119,364963,10,100
49,18570,98532,355755,285,38.8630417803585
80,7318,950452,295169,59,100
66,11241,378069,46527,121,22.8571428571429
46,17891,489227,398444,238,13.3333333333333
68,3368,337683,245375,142,100
75,13658,228664,294126,54,100
46,8277,79026,204204,190,41.4292570174923
2,9741,60504,181376,185,100
32,2288,734464,67441,140,24.1678899581362
18,8933,425407,326228,33,100
51,11345,509308,138371,147,15.7142857142857
98,13633,357152,171256,76,100
92,3129,233351,196619,44,100
60,15808,810267,303999,293,20
84,2904,123860,180459,75,100
70,17042,813014,59526,19,39.9632173536014
51,16236,206795,300923,347,26.1408732466445
75,16973,850019,182972,1,100
93,2826,55020,229778,142,100
61,18989,779804,371754,291,20.4761904761905
17,1609,75141,228581,306,100
50,5775,278099,63309,95,19.685330228381
22,7269,259287,344457,33,100
15,12039,46923,222919,40,100
85,17019,780436,333052,346,31.9047619047619
64,13092,318820,188189,217,21.9047619047619
24,9423,545140,50749,322,2.85714285714285
11,5935,258503,228767,116,100
96,4859,131287,156540,63,100
43,4533,797964,69247,133,16.2169102048086
88,3598,244462,299170,274,100
1,17117,482836,272125,93,100
53,11818,651282,62852,216,16.6666666666667
42,18216,591205,150921,275,11.4285714285714
35,12059,237552,385444,181,35.3424387261988
12,11427,749382,258651,298,100
55,1456,302337,19510,132,18.1158868467941
11,2226,823982,353706,333,100
6,19770,725218,252329,55,100
65,15480,669882,383705,298,22.3809523809524
90,4519,722173,132986,203,100
40,8503,558137,73100,104,10.4761904761905
62,9366,873805,357599,30,100
20,7203,516443,278491,229,14.5425628014652
42,3369,447160,18111,80,11.4285714285714
4,17588,754229,331709,247,100
94,5211,606630,28649,339,100
65,14041,807897,196766,125,25.9814219742764
43,17514,619299,167015,5,100
4,17693,715580,302308,68,100
66,9951,869485,317077,56,100
100,13090,437841,307336,235,100
23,12999,15468,181285,290,32.87014527244
98,7690,756673,265292,301,100
45,9277,515674,77921,12,100
2,241,933745,237884,30,100
57,554,826255,262821,71,100
82,11539,824299,359308,203,42.0787060524278
35,1153,50715,325580,232,100
28,9096,371486,120162,258,4.76190476190476
48,14735,493931,206868,61,33.1358183778568
55,5265,59263,255435,32,100
81,2446,209957,144127,166,100
31,18219,168896,240721,211,16.1362917473518
90,17337,890243,273993,293,100
11,5014,27376,1456,229,100
60,10586,200622,380871,144,55.7672807853578
87,5394,572599,154056,315,32.8571428571428
34,17768,966425,55357,276,7.61904761904761
45,2456,141103,194211,328,41.4793115293602
99,10454,504325,360372,244,100
10,17981,532454,292747,263,100
42,637,423939,128282,50,100
25,10010,22062,32601,247,14.1090764086991
17,2599,965806,62016,104,100
37,13324,810721,217436,71,27.8785394103925
57,18637,27611,8454,224,18.5714285714286
54,13474,177519,123503,215,17.1428571428572
99,2202,806895,132303,334,100
45,18001,808871,333910,95,29.1190597409339
67,13273,217248,175150,98,31.9116186126178
74,15856,420211,121692,275,26.6666666666667
49,7047,685322,356138,357,24.5483826627934
93,7151,221235,121036,25,100
42,16793,618537,34621,44,11.4285714285714
32,9682,983789,6448,210,6.66666666666667
41,4716,956131,345437,65,100
26,19261,29281,238267,238,33.0464722749009
30,17299,108554,373241,123,43.6835245349583
98,14099,929933,170951,360,100
63,7697,686363,312593,122,100
19,16441,212349,298337,132,19.1691227418274
88,15762,534295,297906,222,100
54,17598,98476,176834,217,31.9133952369642
33,3964,298929,229265,339,20.9384503065178
28,2241,508872,274735,131,100
26,12498,524346,126590,121,3.80952380952381
9,804,163826,335024,85,100
74,12445,378644,359812,310,26.6666666666667
79,15519,245032,283005,286,33.5202137603155
99,10369,778319,193192,271,100
2,17912,901603,184819,38,100
72,18643,99706,120707,310,31.5137284419927
77,12065,106060,95128,211,28.0952380952381
57,11702,686894,198269,280,18.5714285714286
57,356,659525,374657,121,100
18,10191,19602,347360,108,100
90,15612,522968,376,212,100
98,2285,878387,1629,330,100
67,16049,640320,306206,32,100
52,8645,314815,294546,117,100
89,17469,484171,109692,169,100
35,15935,29391,105692,248,32.1591849092511
75,19747,246170,72216,131,27.1428571428572
19,9338,329349,59441,143,0.476190476190482
56,1830,944814,182433,168,100
8,10059,554357,216571,354,100
52,1227,399326,178809,119,100
20,12159,511812,176572,187,0.952380952380963
30,7153,747996,368998,298,19.7919229914525
35,15101,892229,245999,131,14.623164360521
49,1670,472161,209082,341,100
34,6865,297103,185828,100,100
91,7664,480429,291902,271,100
28,16734,771745,190737,61,20.2561193086367
61,14150,560493,222495,231,20.4761904761905
53,6094,533377,324309,308,30.7081929065593
62,4311,191009,82765,189,21.4707562720612
80,19582,518379,135608,260,29.5238095238095
18,3818,43666,306294,155,100
79,19022,998641,51964,49,29.0476190476191
11,14382,563548,291858,73,100
90,2342,292622,340560,2,100
61,5046,603758,180536,83,100
61,15924,116839,227795,70,53.7346026450265
97,9598,521848,48705,18,100
47,13267,445905,247505,59,100
69,8921,103854,256465,286,44.2930447206664
25,4743,8134,13409,278,16.4464165858752
8,17359,403982,219411,349,100
29,15342,611287,67056,59,5.23809523809524
61,12150,485112,181184,22,100
34,6650,545189,248460,213,21.9493221099113
6,12709,864757,267625,357,100
7,1804,68233,57805,90,100
15,4859,781809,330668,151,100
1,2528,178235,296686,112,100
83,10820,347426,375685,109,100
32,15392,46204,399813,49,100
96,15367,79096,391985,111,100
87,17112,699580,194381,95,38.3132659693126
77,8824,259088,133731,353,28.0952380952381
97,11840,299285,174231,324,100
99,9990,873163,45899,21,100
99,14533,497384,293222,287,100
2,619,5772,156378,327,100
14,6771,19350,162744,124,100
19,7002,502032,51070,19,100
60,11906,456085,327100,338,20
32,13723,997679,115337,175,6.66666666666667
33,3225,435455,130907,287,16.9079320942858
73,6810,776354,88468,48,100
13,13443,38779,269855,149,100
11,4760,29488,119922,13,100
56,13218,988771,20945,264,18.0952380952381
63,6191,157242,210415,354,29.8520836940151
32,13183,287125,187676,167,6.66666666666667
7,5057,412828,26731,262,100
8,16320,849939,238424,32,100
56,8029,427548,289759,198,33.1404768396199
41,550,691822,202961,185,100
97,5619,565492,4947,53,100
30,9364,404427,192850,194,7.64815486993346
20,9698,689802,238618,19,100
44,7669,379067,173875,96,31.6002382664065
79,62,989458,23824,258,100
75,2409,39893,36651,335,27.1428571428572
78,7253,374920,89898,42,100
51,7765,532523,352844,244,31.1486797618913
8,17700,300865,159518,114,100
4,4869,319485,277716,153,100
47,9342,692012,241376,151,27.6622956951573
59,3026,295596,399389,163,100
56,11187,129246,30246,81,18.0952380952381
37,6643,123210,314694,130,100
38,1182,609473,138524,18,100
46,17091,931203,95575,96,13.3333333333333
71,7715,257435,249432,218,36.0954297688157
9,5514,321830,239495,134,100
93,3721,198160,206652,309,100
99,9222,622517,27462,91,100
86,4553,466786,178372,95,100
73,14368,403370,331005,246,26.1904761904762
75,13267,456287,354031,117,45.8612838719666
5,414,183489,219378,32,100
86,10562,723466,316028,68,100
48,9166,911849,184264,349,14.2857142857143
56,11491,488813,145995,248,18.0952380952381
23,15780,949613,383189,121,19.1047275067171
28,11554,343219,275502,210,8.73864540262606
56,4573,916145,91262,166,23.7018797788888
46,4201,135718,293199,40,100
65,16956,161524,106155,225,22.3809523809524
45,15931,168384,159098,79,19.8220533735122
41,17575,710927,235727,25,100
82,16320,134026,336206,159,58.1276898545478
45,13081,939494,72393,174,12.8571428571428
58,18966,611957,356947,290,19.0476190476191
67,6507,65581,355301,303,65.3501866492542
55,3227,273039,22689,149,17.6190476190476
12,10172,706105,224071,100,100
1,10178,858061,302941,82,100
56,3297,546129,170176,157,100
78,4875,544370,107979,101,46.7050471454106
51,15122,290334,20115,212,15.7142857142857
72,17958,525448,255091,277,25.7142857142857
96,15992,470114,171058,205,100
2,13616,42931,8219,26,100
12,243,442702,12378,13,100
90,1684,355708,340106,263,100
81,18007,803653,117373,207,30
85,4313,608226,297863,223,100
65,15272,790429,122846,186,22.3809523809524
21,13342,67752,365121,284,28.5765579864522
86,10603,29776,118162,120,57.3145181635221
59,7323,120377,117305,161,19.5238095238095
34,7119,573258,56484,124,7.61904761904761
41,13231,998597,331023,239,12.4429218916309
95,18763,716489,244077,77,100
97,10489,372365,150622,139,100
33,5668,53055,111298,59,100
8,10494,280330,186116,34,100
32,15427,564809,135877,324,6.66666666666667
41,4339,160059,397478,143,100
25,3310,141860,198947,54,100
66,17749,992087,395431,271,22.8571428571429
10,6006,950205,1279,198,100
94,3049,933578,235476,277,100
33,5119,461770,135154,118,25.5785675176888
17,16445,556723,262090,190,100
74,11781,980659,340749,106,100
22,1219,826771,141387,79,100
13,2784,264945,143604,253,100
80,7768,545184,133205,197,29.5238095238095
31,9659,963493,267131,272,6.74029382052787
70,6204,735269,223319,175,41.8897204276863
35,2245,133178,371511,337,100
41,17856,5113,382254,16,100
92,4939,629655,323521,83,100
45,19719,552165,95022,20,32.355785276793
78,5701,735610,265146,259,43.3419197976461
57,19669,756077,295868,163,18.5714285714286
74,9364,679658,238141,342,26.6666666666667
77,6274,541594,296629,250,43.8027380362418
13,14639,655093,332380,244,100
58,7812,97033,238472,29,100
94,5753,507908,210133,309,100
57,11558,654193,52762,268,18.5714285714286
1,5615,630647,270067,331,100
99,3054,91618,319465,351,100
49,6049,722371,23458,318,14.7619047619048
69,11363,405658,306182,21,100
26,13452,111636,176618,277,16.0736569480865
47,10351,465192,93765,142,13.8095238095238
95,17999,193988,277267,9,100
62,15655,706271,110695,206,20.9523809523809
27,13479,665972,310021,153,15.4454206711957
74,4478,789394,285574,91,100
43,2451,834262,330702,163,100
88,12788,33266,55114,344,100
7,5165,592217,152141,163,100
65,17157,992628,288470,205,22.3809523809524
36,11807,309316,66654,309,8.57142857142857
78,3035,899094,333119,339,100
12,9496,257885,92035,338,100
52,1629,824471,37032,267,16.1904761904762
46,2547,823921,397906,334,100
23,739,455848,224357,194,100
8,16493,724336,87578,33,100
32,15080,338524,210499,84,19.9409973444054
88,19059,718409,163705,78,100
9,4350,284712,43608,226,100
61,9715,806521,147423,316,20.4761904761905
66,19643,500706,377659,39,100
4,32,576614,22998,336,100
59,550,864524,106201,206,100
9,820,624406,69399,325,100
49,1503,884225,375484,120,100
73,5377,391041,357222,189,100
90,5706,457996,169619,313,100
26,4794,279123,272729,147,100
88,9050,738657,212117,345,100
88,15059,796917,380642,201,100
14,1664,705890,310665,138,100
82,4097,401746,188452,241,46.3448289977592
24,18900,31033,137510,334,28.6678717738277
93,13291,320071,316547,43,100
37,8476,776529,322572,282,17.6812264282969
52,13908,469361,133803,280,16.1904761904762
59,12273,141693,351642,71,100
37,8009,614501,155426,76,100
68,729,952055,73844,249,100
52,17565,270014,142275,38,33.8857845721314
76,3017,63668,18773,148,27.6190476190476
1,4960,887250,386450,143,100
7,14751,795571,367547,230,100
32,5663,670970,303698,224,26.0770458372023
7,12107,865675,72221,295,100
88,9366,538677,292957,97,100
34,5549,112806,158296,202,26.9280636396672
49,12926,303849,205586,89,29.4426385343082
24,9711,558983,59393,38,15.4799547485554
83,6372,190430,110556,353,30.9523809523809
77,7866,512600,99711,146,28.0952380952381
12,3802,967678,60273,339,100
69,18234,111944,134259,168,29.8260008462676
80,18258,237976,188877,44,48.679450496506
88,2705,705159,279668,170,100
100,2777,277140,328894,354,100
76,14135,477813,167501,228,27.6190476190476
95,14028,527318,361229,296,100
48,15953,120932,334435,54,100
88,10844,899775,4933,324,100
29,2365,896515,311723,261,100
75,6254,794145,178285,221,34.6349063898493
63,11705,294401,119934,169,21.4285714285714
62,10159,547176,268660,283,20.9523809523809
92,18487,515714,88930,202,100
82,3169,804112,190968,187,100
56,13134,927848,358736,249,21.0407096026047
70,12463,376598,144645,341,24.7619047619048
82,3250,366539,353925,222,100
4,3906,419089,100844,290,100
90,1823,888979,43336,281,100
3,5098,589171,377575,30,100
69,10708,316540,190081,320,24.2857142857143
94,17705,857419,10705,183,100
6,8247,188401,381191,77,100
89,9222,992406,376307,125,100
1,3353,469339,72768,104,100
42,17073,268222,7060,18,11.4285714285714
76,7141,25709,77455,56,66.0118348288253
16,18318,896235,90300,288,100
45,17733,840529,91546,245,12.8571428571428
18,16189,349878,386551,218,100
46,14023,118179,264809,265,31.7906616970471
47,5685,183322,193455,44,100
94,15575,254930,319433,24,100
97,1587,865819,253620,339,100
48,13362,915976,297054,219,14.7823916575053
75,6109,223031,8471,157,27.1428571428572
69,15916,499347,321192,151,32.6774135393279
62,17549,615426,301572,348,20.9523809523809
44,192,576266,311441,235,100
16,5931,231559,12570,21,100
85,5327,858846,96475,248,31.9047619047619
69,15799,429116,91816,211,24.2857142857143
93,3032,748482,333922,69,100
20,11534,40961,72204,347,15.3758662625207
51,14193,437190,28962,16,22.9113024948948
43,9703,871754,342776,182,28.0651115208377
98,11709,328428,254123,298,100
11,13211,194472,217478,67,100
50,13278,727987,177401,240,15.2380952380952
20,19681,955396,161199,53,12.7162463196185
1,6685,426137,237575,264,100
84,9467,274725,113783,80,42.5746418726038
80,15338,928982,61377,273,29.5238095238095
73,912,823023,362271,248,100
71,5648,646848,79238,287,25.2380952380952
81,1672,978743,308819,338,100
16,16577,279641,250035,71,100
46,10732,558634,8351,149,13.3333333333333
71,10899,846709,106962,36,100
26,7518,606363,322542,228,19.4283269421391
37,3354,392140,65281,147,17.2057865593504
4,16734,248663,131191,254,100
46,11223,867257,245678,47,100
55,7007,947402,195973,199,27.2349470881922
34,3039,910981,267316,13,100
45,15301,703591,370580,44,100
17,5213,594865,143599,48,100
60,15776,182739,304373,257,33.3207172340078
55,16658,661920,125251,255,17.6190476190476
71,2219,589501,162600,40,100
7,8187,228195,23571,7,100
77,88,476709,274,311,28.0952380952381
56,4500,694168,358809,43,100
71,8807,669215,14431,85,25.2380952380952
62,19913,514013,51188,111,20.9523809523809
64,9959,131449,152887,30,100
92,8958,843915,321224,83,100
79,9914,837393,313612,176,43.8350634056155
62,9056,543735,30540,13,100
89,18646,74768,169686,81,100
61,16088,165501,182141,301,23.5214502840683
75,14503,649926,225543,95,40.1137023179826
